il,ilce,istasyon,istNo,veriZamani_UTC,hadise,sicaklik_C,hissedilenSicaklik_C,nem_%,ruzgarYonu_derece,ruzgarHiz_kmh,aktuelBasinc_hPa,denizeIndirgenmisBasinc_hPa,gorus_m,kapalilik_okta,yagis10dk_mm,yagis00danSuana_mm,yagis1saat_mm,yagis6saat_mm,yagis12saat_mm,yagis24saat_mm,karYukseklik_cm,denizSicaklik_C,yasTermometreSicakligi_C,calismaZamani_UTC
Afyonkarahisar,İscehisar,İSCEHİSER/ALANYURT BELDESİ,18747,2026-08-17T19:34:00.000Z,Açık,17.4,17.4,100,,,,,,,0,0,0,0,0,0,,,,2026-08-17T19:48:54+00:00
Afyonkarahisar,Sinanpaşa,SİNANPAŞA/ÇATKUYU KÖYÜ,18748,2026-08-17T19:34:00.000Z,Açık,18.5,18.5,61,,,,,,,0,0,0,0,0,0,,,13.79,2026-08-17T19:48:54+00:00
Afyonkarahisar,Bolvadin,BOLVADİN/KEMERKAYA KÖYÜ,18749,2026-08-17T19:34:00.000Z,Açık,19.2,19.2,66,,,,,,,0,3.63,0,0,3.63,3.63,,,15.04,2026-08-17T19:48:54+00:00
Afyonkarahisar,Merkez,AFYONKARAHİSAR/KOCATEPE,18750,2026-08-17T19:34:00.000Z,Açık,17.6,17.6,56,,,,,,,0,0.08,0,0,0,0.46,,,12.37,2026-08-17T19:48:54+00:00
Afyonkarahisar,Sinanpaşa,SİNANPAŞA/YILDIRIMKEMAL KÖYÜ,18751,2026-08-17T19:34:00.000Z,Açık,17.5,17.5,69,,,,,,,0,0,0,0,0,0,,,13.83,2026-08-17T19:48:54+00:00
Afyonkarahisar,Merkez,AFYONKARAHİSAR/OLUCAK KÖYÜ,18757,2026-08-17T19:34:00.000Z,Açık,17,17,74,,,,,,,0,0,0,0,0,0,,,13.95,2026-08-17T19:48:54+00:00
Afyonkarahisar,Bayat,BAYAT/KÖROĞLU BELİ,18761,2026-08-17T19:34:00.000Z,Açık,17.3,17.3,80,,,,,,,0,4.45,0,0,4.45,4.45,,,14.94,2026-08-17T19:48:54+00:00
Afyonkarahisar,Çay,ÇAY/DEVEDERESİ KÖYÜ,18850,2026-08-17T19:34:00.000Z,Parçalı Bulutlu,21.1,21.1,49,,,,,,,0,2.51,0,0,0,2.51,,,14.51,2026-08-17T19:48:54+00:00
Afyonkarahisar,Dinar,DİNAR/TATARLI BELDESİ,18851,2026-08-17T19:34:00.000Z,Az Bulutlu,18.2,18.2,62,213,3.9600000000000004,,,,,0,8.91,0,0,0,10.18,,,13.64,2026-08-17T19:48:54+00:00
Afyonkarahisar,Dinar,DİNAR/HAYDARLI BELDESİ,18909,2026-08-17T19:35:00.000Z,Az Bulutlu,19.9,19.9,62,346,7.2,874.8,1007.1,,,0,3.3,0,0,0,3.3,,,15.18,2026-08-17T19:48:54+00:00
Afyonkarahisar,Sinanpaşa,SİNANPAŞA/TINAZTEPE BELDESİ,18912,2026-08-17T19:34:00.000Z,Az Bulutlu,18.7,18.7,58,350,4.32,885.8,1008.6,,,0,1.4,0,0,0.2,2.2,,,13.59,2026-08-17T19:48:54+00:00
Afyonkarahisar,Sandıklı,SANDIKLI/HÜDAİ KAPLICALARI,18927,2026-08-17T19:34:00.000Z,Açık,17.9,17.9,81,334,1.8,,,,,0,0.38,0,0.32,0.32,0.64,,,15.63,2026-08-17T19:48:54+00:00
Afyonkarahisar,Sinanpaşa,SİNANPAŞA/TAŞOLUK BELDESİ,18928,2026-08-17T19:34:00.000Z,Açık,19.5,19.5,53,51,3.9600000000000004,,,,,0,0.99,0,0,0.92,1.39,,,13.66,2026-08-17T19:48:54+00:00
Afyonkarahisar,Sandıklı,SANDIKLI/AKDAĞ TABİAT PARKI,18929,2026-08-17T19:34:00.000Z,Açık,13.8,13.8,87,230,0.36000000000000004,,,,,0,0,0,0,0,0.44,,,12.34,2026-08-17T19:48:54+00:00
Afyonkarahisar,Şuhut,ŞUHUT/MAHMUT KÖYÜ,18930,2026-08-17T19:34:00.000Z,Parçalı Bulutlu,20.1,20.1,52,341,5.4,,,,,0,0.05,0,0,0,0.05,,,14.05,2026-08-17T19:48:54+00:00
Afyonkarahisar,Sandıklı,SANDIKLI /BALLIK KÖYÜ,18947,2026-08-17T19:35:00.000Z,Açık,20.4,20.4,57,,,,,,,0,0.5,0,0,0,0.5,,,14.98,2026-08-17T19:48:54+00:00
Afyonkarahisar,Sandıklı,SANDIKLI/ÇUKURCA KÖYÜ,19165,2026-08-17T19:34:00.000Z,Açık,17.7,17.7,62,,,,,,,0,0.44,0,0,0,0.86,,,13.18,2026-08-17T19:48:54+00:00
Afyonkarahisar,Sinanpaşa,SİNANPAŞA/TAZLAR KÖYÜ,19166,2026-08-17T19:34:00.000Z,Açık,17.8,17.8,68,,,,,,,0,0,0,0,0,0,,,13.99,2026-08-17T19:48:54+00:00
Ağrı,Merkez,AĞRI,17099,2026-08-17T19:34:00.000Z,Açık,17.3,17.3,49,0,0,833.7,1000.5,36850,,0,0,0,0,0,0,,,11.26,2026-08-17T19:48:54+00:00
Ağrı,Merkez,AĞRI AHMED-İ HANİ HAVALİMANI,17104,2026-08-17T19:20:00.000Z,Açık,19.7,19.7,34,207,13.68,833.7,1016.8,2100,,0,0,0,0,0,0,,,11.2,2026-08-17T19:48:54+00:00
Ağrı,Doğubayazıt,DOĞUBAYAZIT,17720,2026-08-17T19:32:00.000Z,Açık,20.1,20.1,28,216,3.9600000000000004,834.4,1001,40310,,0,0.2,0,0,0,0.2,,,10.57,2026-08-17T19:48:54+00:00
Ağrı,Patnos,PATNOS,18193,2026-08-17T19:34:00.000Z,Açık,17.5,17.5,43,27,1.8,835.3,1002.5,37530,,0,0,0,0,0,0,,,10.67,2026-08-17T19:48:54+00:00
Ağrı,Eleşkirt,ELEŞKİRT,18194,2026-08-17T19:34:00.000Z,Açık,17.4,17.4,42,277,5.760000000000001,816.6,1000.3,,,0,0,0,0,0,0,,,10.46,2026-08-17T19:48:54+00:00
Ağrı,Diyadin,DİYADİN,18356,2026-08-17T19:34:00.000Z,Açık,16.9,16.9,35,196,3.6,,,,,0,0,0,0,0,0,,,9.15,2026-08-17T19:48:54+00:00
Ağrı,Hamur,HAMUR,18357,2026-08-17T19:34:00.000Z,Açık,20.3,20.3,37,172,2.8800000000000003,,,,,0,0,0,0,0,0,,,12.12,2026-08-17T19:48:54+00:00
Ağrı,Taşlıçay,TAŞLIÇAY,18358,2026-08-17T19:34:00.000Z,Açık,19.5,19.5,36,257,3.6,,,,,0,0,0,0,0,0,,,11.34,2026-08-17T19:48:54+00:00
Ağrı,Tutak,TUTAK,18359,2026-08-17T19:34:00.000Z,Açık,18.2,18.2,38,124,1.8,,,,,0,0,0,0,0,0,,,10.59,2026-08-17T19:48:54+00:00
Ağrı,Doğubayazıt,DOĞUBAYAZIT/SULUÇEM KÖYÜ,19065,2026-08-17T19:34:00.000Z,Açık,14.8,14.8,59,,,,,,,0,0,0,0,0,0,,,10.23,2026-08-17T19:48:54+00:00
Ağrı,Merkez,AĞRI/CUMAÇAY BELDESİ,19066,2026-08-17T19:34:00.000Z,Açık,14.3,14.3,54,,,,,,,0,0,0,0,0,0,,,9.24,2026-08-17T19:48:54+00:00
Ağrı,Merkez,AĞRI/ÇUKURALAN KÖYÜ,19249,2026-08-17T19:34:00.000Z,Açık,17.7,17.7,50,,,,,,,0,0.12,0,0,0.07,0.12,,,11.72,2026-08-17T19:48:54+00:00
Ağrı,Eleşkirt,ELEŞKİRT/YAYLADÜZÜ BELDESİ,19250,2026-08-17T19:34:00.000Z,Açık,14.9,14.9,50,,,,,,,0,0,0,0,0,0,,,9.31,2026-08-17T19:48:54+00:00
Amasya,Merzifon,AMASYA MERZİFON HAVALİMANI,17082,2026-08-17T19:20:00.000Z,Parçalı Bulutlu,19.8,19.8,62,17,14.76,949,1011.9,10000,3,0,0,0,0,0,0,,,15.09,2026-08-17T19:48:54+00:00
Amasya,Merzifon,MERZİFON,17083,2026-08-17T19:34:00.000Z,Parçalı Bulutlu,19.3,19.3,51,59,7.920000000000001,926.1,1008.8,,,0,0,0,0,0,0,,,13.23,2026-08-17T19:48:54+00:00
Amasya,Merkez,AMASYA,17085,2026-08-17T19:34:00.000Z,Çok Bulutlu,23.2,23.2,49,45,11.879999999999999,962.5,,67910,,0,0,0,0,0,0,,,16.3,2026-08-17T19:48:54+00:00
Amasya,Merkez,AMASYA/GÖKHÖYÜK TİGEM,17655,2026-08-17T19:34:00.000Z,Çok Bulutlu,22.2,22.2,64,333,11.520000000000001,954.9,1007.4,,,0,0,0,0,0,0,,,17.53,2026-08-17T19:48:54+00:00
Amasya,Suluova,SULUOVA,18137,2026-08-17T19:34:00.000Z,Çok Bulutlu,21.2,21.2,56,18,9,952.2,1009.2,,,0,0,0,0,0,0,,,15.55,2026-08-17T19:48:54+00:00
Amasya,Taşova,TAŞOVA,18138,2026-08-17T19:34:00.000Z,Çok Bulutlu,22.8,22.8,61,323,7.5600000000000005,986.1,1014.3,,,0,0.1,0,0,0,0.5,,,17.66,2026-08-17T19:48:54+00:00
Amasya,Göynücek,GÖYNÜCEK,18504,2026-08-17T19:34:00.000Z,Çok Bulutlu,21.9,21.9,64,97,6.12,,,,,0,0,0,0,0,0,,,17.26,2026-08-17T19:48:54+00:00
Amasya,Gümüşhacıköy,GÜMÜŞHACIKÖY,18505,2026-08-17T19:34:00.000Z,Çok Bulutlu,18.1,18.1,65,236,10.8,,,,,0,0,0,0,0,0,,,13.91,2026-08-17T19:48:54+00:00
Amasya,Hamamözü,HAMAMÖZÜ,18506,2026-08-17T19:34:00.000Z,Çok Bulutlu,19.3,19.3,69,73,15.48,,,,,0,0,0,0,0,0,,,15.5,2026-08-17T19:48:54+00:00
Amasya,Merkez,AMASYA/BELDAĞI KÖYÜ,18699,2026-08-17T19:34:00.000Z,Çok Bulutlu,15.4,15.4,84,,,,,,,0,0.78,0,0,0,0.78,,,13.56,2026-08-17T19:48:54+00:00
Amasya,Taşova,TAŞOVA/BORABOY GÖLÜ,18938,2026-08-17T19:34:00.000Z,Çok Bulutlu,14.6,14.6,76,255,2.16,,,,,0,0.06,0,0,0,0.83,,,11.91,2026-08-17T19:48:54+00:00
Amasya,Merzifon,MERZİFON/ÇAYBAŞI KÖYÜ,19024,2026-08-17T19:34:00.000Z,Parçalı Bulutlu,18.7,18.7,71,,,,,,,0,0,0,0,0,0,,,15.19,2026-08-17T19:48:54+00:00
Amasya,Taşova,TAŞOVA/BORABOY ORMAN SAHASI,19025,2026-08-17T19:34:00.000Z,Çok Bulutlu,14.4,14.4,78,188,2.16,,,,,0,0.68,0,0.1,0.1,4.16,,,11.93,2026-08-17T19:48:54+00:00
Amasya,Merzifon,MERZİFON/TAVŞAN DAĞI,19026,2026-08-17T19:34:00.000Z,Parçalı Bulutlu,10.3,10.3,82,,,,,,,0,0.87,0,0,0,0.97,,,8.41,2026-08-17T19:48:54+00:00
Amasya,Merkez,AMASYA/ORMANÖZÜ KÖYÜ,19218,2026-08-17T19:34:00.000Z,Çok Bulutlu,15.1,15.1,84,,,,,,,0,0.65,0,0,0.16,0.81,,,13.27,2026-08-17T19:48:54+00:00
Amasya,Merkez,AMASYA ÜNİVERSİTESİ,19911,2026-08-17T19:33:00.000Z,Çok Bulutlu,22.8,22.8,56,35,8.28,,,,,0,0,0,0,0,0,,,16.97,2026-08-17T19:48:54+00:00
Ankara,Kahramankazan,ANKARA MÜRTED HAVALİMANI,17127,2026-08-17T19:18:00.000Z,Parçalı Bulutlu,18.5,18.5,63,,,917.5,1013.6,10000,3,0,0,0,0,0,0,,,14.03,2026-08-17T19:48:54+00:00
Ankara,Çubuk,ANKARA ESENBOĞA HAVALİMANI,17128,2026-08-17T19:17:00.000Z,Açık,19.6,19.6,60,1,6.84,905,1013.8,10000,0,0,0,0,0,0,0,,,14.65,2026-08-17T19:48:54+00:00
Ankara,Etimesgut,ETİMESGUT HAVALİMANI,17129,2026-08-17T19:18:00.000Z,Açık,20.9,20.9,55,337,7.5600000000000005,919.4,1013,10000,0,0,0,0,0,0,0,,,15.15,2026-08-17T19:48:54+00:00
Ankara,Keçiören,ANKARA BÖLGE,17130,2026-08-17T19:34:00.000Z,Az Bulutlu,20.9,20.9,58,62,4.680000000000001,910.1,1006.1,20000,2,0,0,0,0,0,0,,,15.55,2026-08-17T19:48:54+00:00
Ankara,Yenimahalle,ANKARA GÜVERCİNLİK HAVALİMANI,17131,2026-08-17T19:17:00.000Z,Açık,21,21,58,119,0,918.2,1013.1,10000,0,0,0,0,0,0,0,,,15.64,2026-08-17T19:48:54+00:00
Ankara,Gölbaşı,GÖLBAŞI/UFUK DANIŞMENT,17134,2026-08-17T19:34:00.000Z,Parçalı Bulutlu,22,22,60,32,4.32,888.4,1006.5,75000,,0,0.1,0,0.1,0.1,0.1,,,16.81,2026-08-17T19:48:54+00:00
Ankara,Elmadağ,ELMADAĞ RADAR SAHASI,17137,2026-08-17T19:32:00.000Z,Açık,15.7,15.7,60,45,11.520000000000001,,,,,0,0,0,0,0,0,,,11.15,2026-08-17T19:48:54+00:00
Ankara,Polatlı,POLATLI TİGEM,17651,2026-08-17T19:34:00.000Z,Açık,19.6,19.6,59,338,10.44,905.8,1006.8,,,0,0,0,0,0,0,,,14.52,2026-08-17T19:48:54+00:00
Ankara,Kızılcahamam,KIZILCAHAMAM,17664,2026-08-17T19:34:00.000Z,Açık,17.6,17.6,73,353,1.8,892.1,1003.5,75000,,0,0,0,0,0,0,,,14.4,2026-08-17T19:48:54+00:00
Ankara,Nallıhan,NALLIHAN,17679,2026-08-17T19:34:00.000Z,Açık,19.4,19.4,97,263,10.44,935.3,1006.7,,,0,1,0,0,1,1,,,19.04,2026-08-17T19:48:54+00:00
Ankara,Beypazarı,BEYPAZARI,17680,2026-08-17T19:34:00.000Z,Açık,20.1,20.1,70,29,0.36000000000000004,932.7,1007.6,,,0,0.2,0,0,0.2,0.2,,,16.37,2026-08-17T19:48:54+00:00
Ankara,Elmadağ,ELMADAĞ BARUTSAN FABRİKASI,17715,2026-08-17T19:34:00.000Z,Açık,17,17,78,76,0.36000000000000004,887.3,1004.4,,,0,0,0,0,0,0,,,14.42,2026-08-17T19:48:54+00:00
Ankara,Polatlı,POLATLI,17728,2026-08-17T19:34:00.000Z,Açık,20.4,20.4,58,143,0.36000000000000004,911,1006.1,55040,,0,0,0,0,0,0,,,15.11,2026-08-17T19:48:54+00:00
Ankara,Bala,BALA,17729,2026-08-17T19:35:00.000Z,Az Bulutlu,19.5,19.5,57,56,8.64,873.2,1005.8,75000,,0,3,0,3,3,3,,,14.18,2026-08-17T19:48:54+00:00
Ankara,Şereflikoçhisar,ŞEREFLİKOÇHİSAR,17731,2026-08-17T19:34:00.000Z,Parçalı Bulutlu,21.6,21.6,59,95,7.920000000000001,908,1005.5,,,0,0,0,0,0,0,,,16.31,2026-08-17T19:48:54+00:00
Ankara,Haymana,HAYMANA TARIM,17733,2026-08-17T19:34:00.000Z,Açık,17.8,17.8,63,253,6.48,892,1006.5,,,0,0,0,0,0,0,,,13.39,2026-08-17T19:48:54+00:00
Ankara,Sincan,SİNCAN/TEMELLİ,17759,2026-08-17T19:34:00.000Z,Açık,18.1,18.1,60,328,7.920000000000001,926.4,1008.3,,,0,0,0,0,0,0,,,13.3,2026-08-17T19:48:54+00:00
Ankara,Elmadağ,ELMADAĞ/YEŞİLDERE,17987,2026-08-17T19:34:00.000Z,Açık,15.7,15.7,70,328,18,829.5,1006,,,0,0,0,0,0,0,,,12.27,2026-08-17T19:48:54+00:00
Ankara,Ayaş,AYAŞ,18045,2026-08-17T19:34:00.000Z,Açık,17.5,17.5,65,61,2.8800000000000003,931.8,1005.2,,,0,0,0,0,0,0,,,13.36,2026-08-17T19:48:54+00:00
Ankara,Çankaya,ÇANKAYA/TBMM,18046,2026-08-17T19:34:00.000Z,Parçalı Bulutlu,20,20,61,340,5.4,905.9,1005.7,72940,,0,0,0,0,0,0,,,15.14,2026-08-17T19:48:54+00:00
Ankara,Keçiören,KEÇİÖREN/BAĞLUM,18072,2026-08-17T19:34:00.000Z,Az Bulutlu,15.6,15.6,70,14,15.840000000000002,850.5,1004.2,,,0,0,0,0,0,0,,,12.18,2026-08-17T19:48:54+00:00
Ankara,Kahramankazan,KAHRAMANKAZAN/KURTBOĞAZI BARAJI,18073,2026-08-17T19:34:00.000Z,Açık,17.7,17.7,71,346,19.44,896.7,1008.5,,,0,0,0,0,0,0,,,14.26,2026-08-17T19:48:54+00:00
Ankara,Mamak,MAMAK/BAYINDIR BARAJI,18074,2026-08-17T19:34:00.000Z,Az Bulutlu,19.6,19.6,61,12,4.32,899.9,1008.6,,,0,0,0,0,0,0,,,14.78,2026-08-17T19:48:54+00:00
Ankara,Çamlıdere,ÇAMLIDERE ORMAN İŞLETME MÜDÜRLÜĞÜ,18075,2026-08-17T19:34:00.000Z,Açık,13.6,13.6,83,355,12.96,873.1,1009.4,,,0,5.1,0,0,5.1,5.1,,,11.71,2026-08-17T19:48:54+00:00
Ankara,Kalecik,KALECİK,18076,2026-08-17T19:33:00.000Z,Açık,23.1,23.1,53,254,12.6,931.9,1008.2,,,0,0,0,0,0,0,,,16.8,2026-08-17T19:48:54+00:00
Ankara,Güdül,GÜDÜL,18077,2026-08-17T19:34:00.000Z,Açık,20.1,20.1,80,184,1.8,927.9,1007.7,,,0,0,0,0,0,0,,,17.63,2026-08-17T19:48:54+00:00
Ankara,Polatlı,POLATLI/ACIKIR,18078,2026-08-17T19:34:00.000Z,Açık,21,21,59,338,6.48,915.5,1006.2,,,0,0,0,0,0,0,,,15.78,2026-08-17T19:48:54+00:00
Ankara,Akyurt,AKYURT,18240,2026-08-17T19:34:00.000Z,Açık,18.6,18.6,68,347,5.04,,,,,0,0,0,0,0,0,,,14.73,2026-08-17T19:48:54+00:00
Ankara,Çamlıdere,ÇAMLIDERE/ÇAMKORU,18241,2026-08-17T19:34:00.000Z,Açık,10.8,10.8,100,292,4.32,858.1,1009.1,,,0,2.09,0,1.51,2.09,2.09,,,,2026-08-17T19:48:54+00:00
Ankara,Çubuk,ÇUBUK,18242,2026-08-17T19:34:00.000Z,Açık,16.9,16.9,60,351,11.879999999999999,,,,,0,0,0,0,0,0,,,12.22,2026-08-17T19:48:54+00:00
Ankara,Pursaklar,PURSAKLAR,18243,2026-08-17T19:34:00.000Z,Parçalı Bulutlu,19.4,19.4,60,360,19.44,,,,,0,0,0,0,0,0,,,14.47,2026-08-17T19:48:54+00:00
Ankara,Sincan,SİNCAN,18244,2026-08-17T19:34:00.000Z,Az Bulutlu,19.7,19.7,55,341,15.120000000000001,,,20000,,0,0,0,0,0,0,,,14.1,2026-08-17T19:48:54+00:00
Ankara,Çankaya,ÇANKAYA/ÇALDAĞ,18256,2026-08-17T19:34:00.000Z,Parçalı Bulutlu,18.4,18.4,74,350,11.520000000000001,,,,,0,0.62,0,0.62,0.62,0.62,,,15.27,2026-08-17T19:48:54+00:00
Ankara,Haymana,HAYMANA,18257,2026-08-17T19:34:00.000Z,Açık,17.8,17.8,69,27,10.08,,,,,0,0,0,0,0,0,,,14.11,2026-08-17T19:48:54+00:00
Ankara,Haymana,HAYMANA/DEVECİPINARI KÖYÜ,18593,2026-08-17T19:34:00.000Z,Açık,19.8,19.8,52,,,,,,,0,0,0,0,0,0,,,13.79,2026-08-17T19:48:54+00:00
Ankara,Haymana,HAYMANA/YENİCE BELDESİ,18594,2026-08-17T19:34:00.000Z,Açık,19.2,19.2,55,,,,,,,0,0,0,0,0,0,,,13.66,2026-08-17T19:48:54+00:00
Ankara,Gölbaşı,GÖLBAŞI/AHİBOZ KÖYÜ,18691,2026-08-17T19:34:00.000Z,Açık,19.6,19.6,53,,,,,,,0,0,0,0,0,0,,,13.75,2026-08-17T19:48:54+00:00
Ankara,Kahramankazan,KAHRAMANKAZAN/SARAYKÖY TOPRAK,18903,2026-08-17T19:37:00.000Z,Az Bulutlu,17.4,17.4,90,30,7.920000000000001,909.9,1000.1,,,0,0,0,0,0,0,,,16.21,2026-08-17T19:48:54+00:00
Ankara,Beypazarı,BEYPAZARI/KIRBAŞI,18908,2026-08-17T19:33:00.000Z,Açık,19.8,19.8,67,231,5.760000000000001,,,,,0,0,0,0,0,0,,,15.72,2026-08-17T19:48:54+00:00
Ankara,Gölbaşı,GÖLBAŞI/YAĞLIPINAR KÖYÜ,18979,2026-08-17T19:34:00.000Z,Açık,18.8,18.8,79,310,10.8,,,,,0,0,0,0,0,0,,,16.26,2026-08-17T19:48:54+00:00
Ankara,Bala,BALA/SOFULAR KÖYÜ,19004,2026-08-17T19:34:00.000Z,Parçalı Bulutlu,21.1,21.1,53,,,,,,,0,0,0,0,0,0,,,15.06,2026-08-17T19:48:54+00:00
Ankara,Kızılcahamam,KIZILCAHAMAM/GÜVEM BELDESİ,19005,2026-08-17T19:33:00.000Z,Açık,13.9,13.9,86,,,,,,,0,0.52,0,0,0.52,0.52,,,12.32,2026-08-17T19:48:54+00:00
Ankara,Kızılcahamam,KIZILCAHAMAM/YILDIRIM ORMAN SAHASI,19006,2026-08-17T19:34:00.000Z,Açık,12.6,12.6,95,32,4.32,,,,,0,0,0,0,0,0,,,12.02,2026-08-17T19:48:54+00:00
Ankara,Altındağ,ALTINDAĞ/GENÇLİK PARKI,19202,2026-08-17T19:34:00.000Z,Parçalı Bulutlu,21,21,65,123,2.52,,,17354,,0,0,0,0,0,0,,,16.56,2026-08-17T19:48:54+00:00
Ankara,Evren,EVREN,19203,2026-08-17T19:34:00.000Z,Parçalı Bulutlu,20.1,20.1,68,269,8.28,,,,,0.12,0.12,0.12,0.12,0.12,0.12,,,16.12,2026-08-17T19:48:54+00:00
Ankara,Polatlı,POLATLI/SARIOBA KÖYÜ,19204,2026-08-17T19:34:00.000Z,Açık,20.1,20.1,65,,,,,,,0,0,0,0,0,0,,,15.74,2026-08-17T19:48:54+00:00
Ankara,Nallıhan,NALLIHAN/SARIYAR,19205,2026-08-17T19:34:00.000Z,Açık,19.9,19.9,77,,,,,,,0,0.22,0,0.03,0.22,0.22,,,17.06,2026-08-17T19:48:54+00:00
Ankara,Bala,BALA/AŞAĞIHACIBEKİR KÖYÜ,19206,2026-08-17T19:34:00.000Z,Az Bulutlu,21.6,21.6,54,,,,,,,0,0.04,0,0,0.04,0.04,,,15.63,2026-08-17T19:48:54+00:00
Ankara,Etimesgut,ETİMESGUT,19273,2026-08-17T19:33:00.000Z,Parçalı Bulutlu,20.4,20.4,59,293,8.64,,,65980,,0,0,0,0,0,0,,,15.24,2026-08-17T19:48:54+00:00
Ankara,Kahramankazan,KAHRAMANKAZAN,19274,2026-08-17T19:33:00.000Z,Açık,18.6,18.6,66,72,9.72,,,74390,,0,0.22,0,0,0.06,0.22,,,14.49,2026-08-17T19:48:54+00:00
Ankara,Yenimahalle,YENİMAHALLE,19275,2026-08-17T19:33:00.000Z,Parçalı Bulutlu,20.5,20.5,60,359,2.52,914.9,1007.2,0,,0,0.29,0,0.12,0.29,0.29,,,15.46,2026-08-17T19:48:54+00:00
Antalya,Muratpaşa,ANTALYA HAVALİMANI,17300,2026-08-17T19:17:00.000Z,Açık,26.1,27.5,63,319,12.96,1002,1008.6,10000,0,0,0,0,0,0,0,,,20.94,2026-08-17T19:48:54+00:00
Antalya,Muratpaşa,ANTALYA BÖLGE,17302,2026-08-17T19:33:00.000Z,Açık,27.4,29.6,68,338,2.8800000000000003,1002,1007.3,,,0,0,0,0,0,0,,,22.88,2026-08-17T19:48:54+00:00
Antalya,Konyaaltı,KONYAALTI,17304,2026-08-17T19:34:00.000Z,Açık,26.8,26.8,,88,0.7200000000000001,,,,,0,0,0,0,0,0,,,,2026-08-17T19:48:54+00:00
Antalya,Alanya,ALANYA,17310,2026-08-17T19:34:00.000Z,Az Bulutlu,28,30.8,69,79,3.9600000000000004,1006.5,1007.2,20000,2,0,4.2,0,0,4.2,4.2,,30.2,23.58,2026-08-17T19:48:54+00:00
Antalya,Finike,FİNİKE,17375,2026-08-17T19:34:00.000Z,Açık,27.4,29.9,70,0,0,1007,1007.2,,,0,0,0,0,0,0,,29.6,23.17,2026-08-17T19:48:54+00:00
Antalya,Kaş,KAŞ,17380,2026-08-17T19:34:00.000Z,Açık,26.3,27.6,61,348,2.16,989.7,,34150,,0,0,0,0,0,0,,27.9,20.82,2026-08-17T19:48:54+00:00
Antalya,Aksu,AKSU/BOZTEPE TİGEM,17895,2026-08-17T19:33:00.000Z,Açık,24.2,24.2,79,0,1.08,,,,,0,0.2,0,0,0,0.4,,,21.43,2026-08-17T19:48:54+00:00
