il,ilce,istasyon,istNo,veriZamani_UTC,hadise,sicaklik_C,hissedilenSicaklik_C,nem_%,ruzgarYonu_derece,ruzgarHiz_kmh,aktuelBasinc_hPa,denizeIndirgenmisBasinc_hPa,gorus_m,kapalilik_okta,yagis10dk_mm,yagis00danSuana_mm,yagis1saat_mm,yagis6saat_mm,yagis12saat_mm,yagis24saat_mm,karYukseklik_cm,denizSicaklik_C,yasTermometreSicakligi_C,calismaZamani_UTC
Amasya,Hamamözü,HAMAMÖZÜ,18506,2026-08-18T02:59:00.000Z,Az Bulutlu,14.8,14.8,77,89,6.84,,,,,0,0,0,0,0,0,,,12.21,2026-08-18T03:21:22+00:00
Amasya,Merkez,AMASYA/BELDAĞI KÖYÜ,18699,2026-08-18T02:59:00.000Z,Çok Bulutlu,15.5,15.5,66,,,,,,,0,0,0,0,0,0.12,,,11.64,2026-08-18T03:21:22+00:00
Amasya,Taşova,TAŞOVA/BORABOY GÖLÜ,18938,2026-08-18T02:59:00.000Z,Çok Bulutlu,14.2,14.2,77,275,6.48,,,,,0,0,0,0,0,0,,,11.63,2026-08-18T03:21:22+00:00
Amasya,Merzifon,MERZİFON/ÇAYBAŞI KÖYÜ,19024,2026-08-18T02:59:00.000Z,Çok Bulutlu,16.7,16.7,70,,,,,,,0,0,0,0,0,0,,,13.21,2026-08-18T03:21:22+00:00
Amasya,Taşova,TAŞOVA/BORABOY ORMAN SAHASI,19025,2026-08-18T02:59:00.000Z,Çok Bulutlu,14.5,14.5,74,236,3.9600000000000004,,,,,0,0,0,0,0,0.2,,,11.59,2026-08-18T03:21:22+00:00
Amasya,Merzifon,MERZİFON/TAVŞAN DAĞI,19026,2026-08-18T02:59:00.000Z,Çok Bulutlu,11.3,11.3,90,,,,,,,0,0,0,0,0,0.87,,,10.2,2026-08-18T03:21:22+00:00
Amasya,Merkez,AMASYA/ORMANÖZÜ KÖYÜ,19218,2026-08-18T02:59:00.000Z,Çok Bulutlu,14.4,14.4,86,,,,,,,0,0,0,0,0,0.65,,,12.81,2026-08-18T03:21:22+00:00
Amasya,Merkez,AMASYA ÜNİVERSİTESİ,19911,2026-08-18T02:58:00.000Z,Çok Bulutlu,19.5,19.5,68,227,3.6,,,,,0,0,0,0,0,0,,,15.57,2026-08-18T03:21:22+00:00
Ankara,Kahramankazan,ANKARA MÜRTED HAVALİMANI,17127,2026-08-18T02:36:00.000Z,Açık,13.6,13.6,81,322,4.680000000000001,917.5,1013.6,10000,0,,0,0,0,0,0,,,11.49,2026-08-18T03:21:22+00:00
Ankara,Çubuk,ANKARA ESENBOĞA HAVALİMANI,17128,2026-08-18T02:36:00.000Z,Açık,12.7,12.7,80,309,0,904.9,1013.7,10000,0,,0,0,0,0,0,,,10.52,2026-08-18T03:21:22+00:00
Ankara,Etimesgut,ETİMESGUT HAVALİMANI,17129,2026-08-18T02:36:00.000Z,Açık,15.2,15.2,74,304,8.28,919.6,1013.2,10000,0,,0,0,0,0,0,,,12.25,2026-08-18T03:21:22+00:00
Ankara,Keçiören,ANKARA BÖLGE,17130,2026-08-18T02:59:00.000Z,Açık,15.7,15.7,77,36,3.24,910.1,1007.8,20000,0,0,0,0,0,0,0,,,13.06,2026-08-18T03:21:22+00:00
Ankara,Yenimahalle,ANKARA GÜVERCİNLİK HAVALİMANI,17131,2026-08-18T02:36:00.000Z,Açık,14.8,14.8,85,276,1.8,918.4,1013.3,10000,0,,0,0,0,0,0,,,13.09,2026-08-18T03:21:22+00:00
Ankara,Gölbaşı,GÖLBAŞI/UFUK DANIŞMENT,17134,2026-08-18T02:59:00.000Z,Açık,15.8,15.8,78,0,0,888.6,1008.9,75000,,0,0,0,0,0,0.1,,,13.27,2026-08-18T03:21:22+00:00
Ankara,Elmadağ,ELMADAĞ RADAR SAHASI,17137,2026-08-18T02:57:00.000Z,Açık,12.2,12.2,82,307,5.04,,,,,0,0,0,0,0,0,,,10.25,2026-08-18T03:21:22+00:00
Ankara,Polatlı,POLATLI TİGEM,17651,2026-08-18T02:59:00.000Z,Açık,14.1,14.1,77,200,8.64,906.1,1009.1,,,0,0,0,0,0,0,,,11.54,2026-08-18T03:21:22+00:00
Ankara,Kızılcahamam,KIZILCAHAMAM,17664,2026-08-18T02:59:00.000Z,Açık,11.6,11.6,93,53,0.7200000000000001,896.4,1010.6,72760,,0,0,0,0,0,0,,,10.81,2026-08-18T03:21:22+00:00
Ankara,Nallıhan,NALLIHAN,17679,2026-08-18T02:59:00.000Z,Açık,15.2,15.2,97,194,2.16,935.3,1008.1,,,0,0,0,0,0,1,,,14.83,2026-08-18T03:21:22+00:00
Ankara,Beypazarı,BEYPAZARI,17680,2026-08-18T02:59:00.000Z,Açık,16.1,16.1,77,143,1.8,932.8,1008.9,,,0,0,0,0,0,0.2,,,13.44,2026-08-18T03:21:22+00:00
Ankara,Elmadağ,ELMADAĞ BARUTSAN FABRİKASI,17715,2026-08-18T02:59:00.000Z,Açık,13.2,13.2,91,302,1.8,887.4,1007.3,,,0,0,0,0,0,0,,,12.18,2026-08-18T03:21:22+00:00
Ankara,Polatlı,POLATLI,17728,2026-08-18T02:59:00.000Z,Açık,14.6,14.6,75,0,0,911.2,1008.4,42350,,0,0,0,0,0,0,,,11.8,2026-08-18T03:21:22+00:00
Ankara,Bala,BALA,17729,2026-08-18T03:00:00.000Z,Açık,15.2,15.2,78,38,4.32,873.2,1008,73990,,0,0,0,0,0,3,,,12.7,2026-08-18T03:21:22+00:00
Ankara,Şereflikoçhisar,ŞEREFLİKOÇHİSAR,17731,2026-08-18T02:59:00.000Z,Parçalı Bulutlu,16.2,16.2,74,304,8.28,908.1,1007.5,,,0,0,0,0,0,0,,,13.2,2026-08-18T03:21:22+00:00
Ankara,Haymana,HAYMANA TARIM,17733,2026-08-18T02:59:00.000Z,Açık,12.2,12.2,85,260,11.879999999999999,892,1009.2,,,0,0,0,0,0,0,,,10.56,2026-08-18T03:21:22+00:00
Ankara,Sincan,SİNCAN/TEMELLİ,17759,2026-08-18T02:59:00.000Z,Açık,10.4,10.4,83,134,1.8,927.2,1011.1,,,0,0,0,0,0,0,,,8.61,2026-08-18T03:21:22+00:00
Ankara,Elmadağ,ELMADAĞ/YEŞİLDERE,17987,2026-08-18T02:59:00.000Z,Açık,13.8,13.8,76,327,3.9600000000000004,829,1007.3,,,0,0,0,0,0,0,,,11.15,2026-08-18T03:21:22+00:00
Ankara,Ayaş,AYAŞ,18045,2026-08-18T02:59:00.000Z,Açık,11.1,11.1,100,103,4.680000000000001,932.3,1007.9,,,0,0,0,0,0,0,,,,2026-08-18T03:21:22+00:00
Ankara,Çankaya,ÇANKAYA/TBMM,18046,2026-08-18T02:59:00.000Z,Açık,16.2,16.2,73,0,0,906.1,1007.8,57650,,0,0,0,0,0,0,,,13.08,2026-08-18T03:21:22+00:00
Ankara,Keçiören,KEÇİÖREN/BAĞLUM,18072,2026-08-18T02:59:00.000Z,Açık,14.1,14.1,81,52,11.16,850.3,1006,,,0,0,0,0,0,0,,,11.97,2026-08-18T03:21:22+00:00
Ankara,Kahramankazan,KAHRAMANKAZAN/KURTBOĞAZI BARAJI,18073,2026-08-18T02:59:00.000Z,Açık,12,12,81,33,8.28,896.7,1011,,,0,0,0,0,0,0,,,9.95,2026-08-18T03:21:22+00:00
Ankara,Mamak,MAMAK/BAYINDIR BARAJI,18074,2026-08-18T02:59:00.000Z,Açık,14.2,14.2,77,41,5.760000000000001,900.1,1011,,,0,0,0,0,0,0,,,11.63,2026-08-18T03:21:22+00:00
Ankara,Çamlıdere,ÇAMLIDERE ORMAN İŞLETME MÜDÜRLÜĞÜ,18075,2026-08-18T02:59:00.000Z,Açık,11,11,94,338,6.48,872.3,1010.9,,,0,0.1,0.1,0.1,0.1,5.2,,,10.32,2026-08-18T03:21:22+00:00
Ankara,Kalecik,KALECİK,18076,2026-08-18T02:58:00.000Z,Açık,16.4,16.4,76,329,0,932.4,1010.1,,,0,0,0,0,0,0,,,13.61,2026-08-18T03:21:22+00:00
Ankara,Güdül,GÜDÜL,18077,2026-08-18T02:59:00.000Z,Açık,13.3,13.3,99,85,0,928.4,1009.9,,,0,0,0,0,0,0,,,13.15,2026-08-18T03:21:22+00:00
Ankara,Polatlı,POLATLI/ACIKIR,18078,2026-08-18T02:59:00.000Z,Açık,16.5,16.5,74,291,9.72,915.5,1007.8,,,0,0,0,0,0,0,,,13.48,2026-08-18T03:21:22+00:00
Ankara,Akyurt,AKYURT,18240,2026-08-18T02:59:00.000Z,Açık,15.3,15.3,90,154,2.8800000000000003,,,,,0,0,0,0,0,0,,,14.14,2026-08-18T03:21:22+00:00
Ankara,Çamlıdere,ÇAMLIDERE/ÇAMKORU,18241,2026-08-18T02:59:00.000Z,Açık,6.3,6.3,100,76,0,857.1,1011,,,0,0,0,0,0.9,2.09,,,,2026-08-18T03:21:22+00:00
Ankara,Çubuk,ÇUBUK,18242,2026-08-18T02:59:00.000Z,Az Bulutlu,14.4,14.4,74,356,12.24,,,,,0,0.15,0.05,0.2,0.25,0.25,,,11.5,2026-08-18T03:21:22+00:00
Ankara,Pursaklar,PURSAKLAR,18243,2026-08-18T02:59:00.000Z,Açık,16.8,16.8,74,4,10.44,,,,,0.05,0.25,0.1,0.46,0.53,0.53,,,13.76,2026-08-18T03:21:22+00:00
Ankara,Sincan,SİNCAN,18244,2026-08-18T02:59:00.000Z,Açık,14.9,14.9,69,62,3.6,,,20000,,0,0,0,0,0,0,,,11.42,2026-08-18T03:21:22+00:00
Ankara,Çankaya,ÇANKAYA/ÇALDAĞ,18256,2026-08-18T02:59:00.000Z,Açık,15.5,15.5,92,44,8.64,,,,,0,0,0,0,0.05,0.67,,,14.56,2026-08-18T03:21:22+00:00
Ankara,Haymana,HAYMANA,18257,2026-08-18T02:59:00.000Z,Açık,15.7,15.7,91,81,9.72,,,,,0,0,0,0.05,0.05,0.05,,,14.65,2026-08-18T03:21:22+00:00
Ankara,Haymana,HAYMANA/DEVECİPINARI KÖYÜ,18593,2026-08-18T02:59:00.000Z,Açık,15,15,68,,,,,,,0,0.06,0,0.06,0.06,0.06,,,11.4,2026-08-18T03:21:22+00:00
Ankara,Haymana,HAYMANA/YENİCE BELDESİ,18594,2026-08-18T02:59:00.000Z,Açık,12.6,12.6,75,,,,,,,0,0,0,0,0,0,,,9.9,2026-08-18T03:21:22+00:00
Ankara,Gölbaşı,GÖLBAŞI/AHİBOZ KÖYÜ,18691,2026-08-18T02:59:00.000Z,Açık,16.4,16.4,67,,,,,,,0,0.1,0,0.1,0.1,0.1,,,12.58,2026-08-18T03:21:22+00:00
Ankara,Kahramankazan,KAHRAMANKAZAN/SARAYKÖY TOPRAK,18903,2026-08-18T03:02:00.000Z,Açık,12,12,96,27,1.4400000000000002,864.3,951.9,,,0,0,0,0,0,0,,,11.53,2026-08-18T03:21:22+00:00
Ankara,Beypazarı,BEYPAZARI/KIRBAŞI,18908,2026-08-18T02:58:00.000Z,Açık,17,17,81,0,0,,,,,0,0,0,0,0,0,,,14.77,2026-08-18T03:21:22+00:00
Ankara,Gölbaşı,GÖLBAŞI/YAĞLIPINAR KÖYÜ,18979,2026-08-18T02:59:00.000Z,Açık,16.3,16.3,98,0,0,,,,,0,0,0,0,0,0,,,16.05,2026-08-18T03:21:22+00:00
Ankara,Bala,BALA/SOFULAR KÖYÜ,19004,2026-08-18T02:59:00.000Z,Açık,17,17,74,,,,,,,0,0,0,0,0,0,,,13.95,2026-08-18T03:21:22+00:00
Ankara,Kızılcahamam,KIZILCAHAMAM/GÜVEM BELDESİ,19005,2026-08-18T02:58:00.000Z,Açık,10.4,10.4,97,,,,,,,0,0,0,0,0,0.52,,,10.03,2026-08-18T03:21:22+00:00
Ankara,Kızılcahamam,KIZILCAHAMAM/YILDIRIM ORMAN SAHASI,19006,2026-08-18T02:59:00.000Z,Açık,13.4,13.4,100,188,2.52,,,,,0,0,0,0,0,0,,,,2026-08-18T03:21:22+00:00
Ankara,Altındağ,ALTINDAĞ/GENÇLİK PARKI,19202,2026-08-18T02:59:00.000Z,Açık,15.5,15.5,94,50,1.08,,,11678,,0,0,0,0,0,0,,,14.79,2026-08-18T03:21:22+00:00
Ankara,Evren,EVREN,19203,2026-08-18T02:59:00.000Z,Açık,16.4,16.4,72,156,0.36000000000000004,,,,,0,0.05,0,0.05,0.17,0.17,,,13.16,2026-08-18T03:21:22+00:00
Ankara,Polatlı,POLATLI/SARIOBA KÖYÜ,19204,2026-08-18T02:59:00.000Z,Açık,15.4,15.4,78,,,,,,,0,0,0,0,0,0,,,12.89,2026-08-18T03:21:22+00:00
Ankara,Nallıhan,NALLIHAN/SARIYAR,19205,2026-08-18T02:59:00.000Z,Açık,15.2,15.2,85,,,,,,,0,0,0,0,0,0.22,,,13.48,2026-08-18T03:21:22+00:00
Ankara,Bala,BALA/AŞAĞIHACIBEKİR KÖYÜ,19206,2026-08-18T02:59:00.000Z,Açık,14.7,14.7,73,,,,,,,0,0,0,0,0,0.04,,,11.67,2026-08-18T03:21:22+00:00
Ankara,Etimesgut,ETİMESGUT,19273,2026-08-18T02:58:00.000Z,Açık,15.9,15.9,74,285,6.84,,,0,,0,0,0,0,0,0,,,12.91,2026-08-18T03:21:22+00:00
Ankara,Kahramankazan,KAHRAMANKAZAN,19274,2026-08-18T02:58:00.000Z,Açık,12.3,12.3,83,45,5.04,,,23470,,0,0,0,0.03,0.03,0.25,,,10.45,2026-08-18T03:21:22+00:00
Ankara,Yenimahalle,YENİMAHALLE,19275,2026-08-18T02:58:00.000Z,Açık,15.1,15.1,82,0,0,915,1009.5,22560,,0,0,0,0,0,0.29,,,13.05,2026-08-18T03:21:22+00:00
Antalya,Muratpaşa,ANTALYA HAVALİMANI,17300,2026-08-18T02:36:00.000Z,Açık,23.1,23.1,72,343,7.920000000000001,1001.5,1008.1,10000,0,,0,0,0,0,0,,,19.44,2026-08-18T03:21:22+00:00
Antalya,Muratpaşa,ANTALYA BÖLGE,17302,2026-08-18T02:58:00.000Z,Açık,24.5,24.5,76,351,3.9600000000000004,1001.6,1006.9,,,0,0,0,0,0,0,,,21.3,2026-08-18T03:21:22+00:00
Antalya,Konyaaltı,KONYAALTI,17304,2026-08-18T02:59:00.000Z,Açık,23.3,23.3,79,80,9.72,,,,,0,0,0,0,0,0,,,20.56,2026-08-18T03:21:22+00:00
Antalya,Alanya,ALANYA,17310,2026-08-18T02:59:00.000Z,Açık,26.1,27.7,67,74,3.6,1006.2,1006.9,20000,0,0,0,0,0,0,4.2,,30.2,21.53,2026-08-18T03:21:22+00:00
Antalya,Finike,FİNİKE,17375,2026-08-18T02:59:00.000Z,Açık,24.8,24.8,63,20,1.4400000000000002,1006.8,1007,20000,0,0,0,0,0,0,0,,29.6,19.76,2026-08-18T03:21:22+00:00
Antalya,Kaş,KAŞ,17380,2026-08-18T02:59:00.000Z,Açık,24.5,24.5,61,53,1.4400000000000002,989.4,1006.7,37460,,0,0,0,0,0,0,,27.9,19.2,2026-08-18T03:21:22+00:00
Antalya,Aksu,AKSU/BOZTEPE TİGEM,17895,2026-08-18T02:58:00.000Z,Açık,20.5,20.5,89,0,1.8,,,,,0,0,0,0,0,0,,,19.14,2026-08-18T03:21:22+00:00
Antalya,Serik,SERİK/BELEK,17915,2026-08-18T02:59:00.000Z,Açık,22,22,86,351,4.32,1007.1,1007.8,,,0,0,0,0,0,0,,,20.22,2026-08-18T03:21:22+00:00
Antalya,Manavgat,MANAVGAT/TAŞAĞIL ORMAN SAHASI,17917,2026-08-18T02:59:00.000Z,Açık,21.8,21.8,83,315,10.08,1002.5,1007.8,,,0,0,0,0,0,0,,,19.64,2026-08-18T03:21:22+00:00
Antalya,Korkuteli,KORKUTELİ,17926,2026-08-18T02:56:00.000Z,Açık,14.7,14.7,81,298,0.7200000000000001,897.9,1009.7,28900,,0,0,0,0,0,0,,,12.55,2026-08-18T03:21:22+00:00
Antalya,İbradı,İBRADI,17927,2026-08-18T02:58:00.000Z,Açık,15.7,15.7,67,262,6.12,895.8,1009.8,,,0,0,0,0,0,0,,,11.94,2026-08-18T03:21:22+00:00
Antalya,Kumluca,KUMLUCA,17951,2026-08-18T02:59:00.000Z,Açık,20.6,20.6,87,24,4.680000000000001,,,40690,,0,0,0,0,0,1.2,,,18.98,2026-08-18T03:21:22+00:00
Antalya,Elmalı,ELMALI,17952,2026-08-18T02:59:00.000Z,Açık,15.5,15.5,92,0,0,887.9,1007,22590,,0,0,0,0,0.2,4.8,,,14.56,2026-08-18T03:21:22+00:00
Antalya,Kemer,ANTALYA/KEMER,17953,2026-08-18T02:59:00.000Z,Açık,23.4,23.4,85,189,1.08,1006.7,1007.8,,,0,0,0,0,0,0,,,21.46,2026-08-18T03:21:22+00:00
Antalya,Manavgat,MANAVGAT,17954,2026-08-18T02:59:00.000Z,Açık,23.1,23.1,66,338,3.6,1003.1,1007.4,27820,,0,0,0,0,0,0.5,,,18.62,2026-08-18T03:21:22+00:00
Antalya,Demre,DEMRE,17970,2026-08-18T02:59:00.000Z,Açık,27.5,29.5,65,0,0,1006.6,1009.4,42180,,0,0,0,0,0,0,,,22.52,2026-08-18T03:21:22+00:00
Antalya,Gazipaşa,GAZİPAŞA,17974,2026-08-18T02:59:00.000Z,Açık,23.5,23.5,72,125,2.16,1005.7,1008.1,,,0,0,0,0,0,2.4,,,19.81,2026-08-18T03:21:22+00:00
Antalya,Gazipaşa,ANTALYA GAZİPAŞA HAVALİMANI,17975,2026-08-18T02:40:00.000Z,Açık,22.8,22.8,78,118,10.44,1005.9,1008.6,10000,0,,0,0,0,0,0,,,19.95,2026-08-18T03:21:22+00:00
Antalya,Döşemealtı,DAĞBELİ,18008,2026-08-18T02:59:00.000Z,Açık,13.8,13.8,83,221,1.8,921,1009,,,0,0,0,0,0,0.1,,,11.9,2026-08-18T03:21:22+00:00
Antalya,Kaş,KAŞ/ÇAVDIR ORMAN SAHASI,18009,2026-08-18T02:59:00.000Z,Açık,21.2,21.2,80,44,0,996.5,1004.6,,,0,0,0,0,0,0,,,18.68,2026-08-18T03:21:22+00:00
Antalya,Kaş,KAŞ/KASABA ORMAN SAHASI,18010,2026-08-18T02:59:00.000Z,Açık,18.7,18.7,80,50,0.36000000000000004,982.8,1006.7,,,0,0,0,0,0,0,,,16.28,2026-08-18T03:21:22+00:00
Antalya,Manavgat,MANAVGAT/BEŞKONAK ORMAN SAHASI,18011,2026-08-18T02:59:00.000Z,Açık,16.6,16.6,97,315,1.8,992.9,1009.3,,,0,0,0,0,0,0.2,,,16.24,2026-08-18T03:21:22+00:00
Antalya,Gündoğmuş,GÜNDOĞMUŞ ORMAN DEPOSU,18012,2026-08-18T02:59:00.000Z,Açık,17.9,17.9,67,116,4.32,906.2,1004.7,,,0,0,0,0,0,28.2,,,13.97,2026-08-18T03:21:22+00:00
Antalya,Serik,SERİK/GEBİZ ORMAN SAHASI,18014,2026-08-18T02:58:00.000Z,Açık,20.4,20.4,76,308,3.6,998.4,1007.4,,,0,0,0,0,0,1.1,,,17.41,2026-08-18T03:21:22+00:00
Antalya,Korkuteli,KORKUTELİ/BÜK ORMAN SAHASI,18015,2026-08-18T02:59:00.000Z,Açık,14.6,14.6,97,349,0.36000000000000004,953.8,1009.1,,,0,0,0,0,0,0,,,14.23,2026-08-18T03:21:22+00:00
Antalya,Döşemealtı,DÖŞEMEALTI/NEBİLER ORMAN SAHASI,18016,2026-08-18T02:58:00.000Z,Açık,18.3,18.3,84,33,3.24,975.5,1005.7,,,0,0,0,0,0,0,,,16.38,2026-08-18T03:21:22+00:00
Antalya,Akseki,AKSEKİ,18047,2026-08-18T02:59:00.000Z,Açık,15.9,15.9,66,35,13.32,895.1,1011.8,,,0,0,0,0,0,0.5,,,12.01,2026-08-18T03:21:22+00:00
Antalya,Elmalı,ELMALI ORMAN SAHASI,18305,2026-08-18T02:59:00.000Z,Açık,11.1,11.1,98,33,2.16,868.6,1011.1,,,0,0,0,0,0,0,,,10.84,2026-08-18T03:21:22+00:00
Antalya,Serik,SERİK,18306,2026-08-18T02:59:00.000Z,Açık,22.5,22.5,,349,7.920000000000001,995.3,1006,,,0,0,0,0,0,0,,,,2026-08-18T03:21:22+00:00
Antalya,Döşemealtı,DÖŞEMEALTI/KARAİN HAVACILIK,18307,2026-08-18T02:59:00.000Z,Açık,19.5,19.5,86,41,4.680000000000001,972.9,1007.9,,,0,0,0,0,0,15.4,,,17.79,2026-08-18T03:21:22+00:00
Antalya,Korkuteli,KORKUTELİ/ÇOMAKLI MEVKİ,18609,2026-08-18T02:59:00.000Z,Açık,15.7,15.7,71,,,,,,,0,0,0,0.05,0.05,0.05,,,12.39,2026-08-18T03:21:22+00:00
Antalya,Akseki,AKSEKİ/CEVİZLİ TEKEBELİ MEVKİ,18610,2026-08-18T02:59:00.000Z,Açık,16.4,16.4,69,,,,,,,0,0,0,0,0,0.76,,,12.81,2026-08-18T03:21:22+00:00
Antalya,Gündoğmuş,GÜNDOĞMUŞ/BEDAN MEVKİ,18611,2026-08-18T02:59:00.000Z,Açık,16.8,16.8,62,,,,,,,0,0,0,0,0,1.31,,,12.37,2026-08-18T03:21:22+00:00
Antalya,Kumluca,KUMLUCA/AKDAĞ KOVUCAK MEVKİ,18612,2026-08-18T02:59:00.000Z,Açık,16.5,16.5,80,,,,,,,0,0,0,0,0,4.8,,,14.17,2026-08-18T03:21:22+00:00
Antalya,Kaş,KAŞ/ORTABAĞ MEVKİ,18614,2026-08-18T02:59:00.000Z,Açık,16.5,16.5,74,,,,,,,0,0,0,0,0,0.97,,,13.48,2026-08-18T03:21:22+00:00
Antalya,Korkuteli,KORKUTELİ/KIZILCADAĞ MEVKİ,18615,2026-08-18T02:59:00.000Z,Açık,15.1,15.1,85,,,,,,,0,0,0,0,0,0,,,13.38,2026-08-18T03:21:22+00:00
Antalya,Korkuteli,KORKUTELİ/HACIYUSUFLAR MEVKİ,18617,2026-08-18T02:59:00.000Z,Açık,14.4,14.4,78,,,,,,,0,0,0,0,0.2,0.2,,,11.93,2026-08-18T03:21:22+00:00
Antalya,Elmalı,ELMALI/BULANIK YAYLASI,18618,2026-08-18T02:59:00.000Z,Açık,14.5,14.5,81,,,,,,,0,0,0,0,0,0,,,12.36,2026-08-18T03:21:22+00:00
Antalya,İbradı,İBRADI/GEMBOS OVASI,18619,2026-08-18T02:59:00.000Z,Açık,11.6,11.6,97,,,,,,,0,0,0,0,0,1.99,,,11.23,2026-08-18T03:21:22+00:00
Antalya,Kaş,KAŞ/YAYLAPALAMUT MEVKİ,18648,2026-08-18T02:59:00.000Z,Açık,14.6,14.6,75,,,,,,,0,0,0,0,0,0,,,11.8,2026-08-18T03:21:22+00:00
Antalya,Alanya,ALANYA/KEŞEFLİ,18837,2026-08-18T02:59:00.000Z,Açık,24.7,24.7,77,88,0.36000000000000004,,,,,0,0,0,0,0,0,,,21.63,2026-08-18T03:21:22+00:00
Antalya,Alanya,ALANYA/OKURCALAR BELDESİ,18838,2026-08-18T02:59:00.000Z,Açık,22.8,22.8,71,29,3.6,,,,,0,0,0,0,0,0,,,19.02,2026-08-18T03:21:22+00:00
Antalya,Manavgat,MANAVGAT ORMAN SAHASI,18839,2026-08-18T02:59:00.000Z,Açık,19.8,19.8,64,119,1.8,,,,,0,0,0,0,0,2.79,,,15.34,2026-08-18T03:21:22+00:00
Antalya,Konyaaltı,AKDENİZ ÜNİVERSİTESİ,18955,2026-08-18T02:59:00.000Z,Açık,21.9,21.9,83,291,7.2,1004.1,1007.5,,,0,0,0,0,0,0,,,19.74,2026-08-18T03:21:22+00:00
Antalya,Finike,FİNİKE/SAKLISU,18996,2026-08-18T02:59:00.000Z,Açık,19.4,19.4,99,0,0,,,,,0,0,0,0,0,0,,,19.28,2026-08-18T03:21:22+00:00
Antalya,Korkuteli,KORKUTELİ/BEĞİŞ KÖYÜ,19150,2026-08-18T02:59:00.000Z,Açık,10.6,10.6,86,,,,,,,0,0,0,0,0,0,,,9.11,2026-08-18T03:21:22+00:00
Antalya,Demre,DEMRE/ÇAĞMAN KÖYÜ,19151,2026-08-18T02:59:00.000Z,Açık,18.8,18.8,72,,,,,,,0,0,0,0,0,11.11,,,15.41,2026-08-18T03:21:22+00:00
Antalya,Kemer,KEMER/OVACIK KÖYÜ,19152,2026-08-18T02:59:00.000Z,Açık,19.3,19.3,60,,,,,,,0,0,0,0,0,0.86,,,14.38,2026-08-18T03:21:22+00:00
Antalya,Gazipaşa,GAZİPAŞA/KARATEPE KÖYÜ,19153,2026-08-18T02:59:00.000Z,Açık,20.7,20.7,88,,,,,,,0,0,0,0,0,0.51,,,19.21,2026-08-18T03:21:22+00:00
Antalya,Alanya,ALANYA/TOSLAK,19154,2026-08-18T02:59:00.000Z,Açık,24.2,24.2,65,13,6.84,,,,,0,0,0,0,0,0.2,,,19.49,2026-08-18T03:21:22+00:00
Antalya,Kumluca,ANTALYA KUMLUCA RADAR SAHASI,19156,2026-08-18T02:59:00.000Z,Açık,20.2,20.2,81,298,11.16,,,,,0,0,0,0,0,0,,,17.85,2026-08-18T03:21:22+00:00
Antalya,Kepez,KEPEZ,19374,2026-08-18T02:58:00.000Z,Açık,23.7,23.7,75,352,4.32,,,,,0,0,0,0,0,0,,,20.41,2026-08-18T03:21:22+00:00
Antalya,Korkuteli,KORKUTELİ/BAYAT KÖYÜ,19914,2026-08-18T02:59:00.000Z,Açık,14.5,14.5,91,220,12.6,,,,,0,0,0,0,0,0,,,13.46,2026-08-18T03:21:22+00:00
Artvin,Hopa,HOPA,17042,2026-08-18T02:59:00.000Z,Az Bulutlu,21.3,21.3,88,112,8.64,1007.1,1010.9,62590,,0,0,0,0,0,1.6,,26.4,19.8,2026-08-18T03:21:22+00:00
Artvin,Merkez,ARTVİN,17045,2026-08-18T02:59:00.000Z,Sis,17.8,17.8,100,0,0,940.4,1009.4,70,,0,0,0,0.6,0.6,8.6,,,,2026-08-18T03:21:22+00:00
Artvin,Yusufeli,YUSUFELİ,18216,2026-08-18T02:59:00.000Z,Açık,19,19,98,217,1.8,919.5,1006,,,0,0,0,0.5,0.5,0.5,,,18.76,2026-08-18T03:21:22+00:00
Artvin,Şavşat,ŞAVŞAT,18217,2026-08-18T02:58:00.000Z,Parçalı Bulutlu,16.1,16.1,100,33,4.680000000000001,884.1,1006.7,,,0,0,0,3,3,3,,,,2026-08-18T03:21:22+00:00
Artvin,Ardanuç,ARDANUÇ,18218,2026-08-18T02:59:00.000Z,Parçalı Bulutlu,19.7,19.7,93,242,1.08,947.3,1012.1,,,0,0,0,0,0,0.2,,,18.84,2026-08-18T03:21:22+00:00
Artvin,Arhavi,ARHAVİ,18554,2026-08-18T02:59:00.000Z,Az Bulutlu,19.1,19.1,100,108,10.08,,,,,0,0,0,0,0,7.63,,,,2026-08-18T03:21:22+00:00
Artvin,Borçka,BORÇKA,18555,2026-08-18T02:59:00.000Z,Parçalı Bulutlu,19.7,19.7,96,262,3.24,,,,,0,0,0,0,0,4.94,,,19.21,2026-08-18T03:21:22+00:00
Artvin,Murgul,MURGUL,18556,2026-08-18T02:59:00.000Z,Parçalı Bulutlu,17.4,17.4,85,94,3.24,,,,,0,0,0,0,0.1,4.7,,,15.62,2026-08-18T03:21:22+00:00
Artvin,Şavşat,ŞAVŞAT/ÇUKUR YAYLASI,18715,2026-08-18T02:59:00.000Z,Az Bulutlu,12.3,12.3,100,,,,,,,0,0,0,0,0,2.17,,,,2026-08-18T03:21:22+00:00
Artvin,Yusufeli,YUSUFELİ/DOKUMACILAR KÖYÜ,18716,2026-08-18T02:59:00.000Z,Açık,11.3,11.3,100,,,,,,,0,0,0,0,0,1.18,,,,2026-08-18T03:21:22+00:00
